Type,air_temp,process_temp,rotational_speed,torque,tool_wear,temp_difference,power,machine_failure,TWF,HDF,PWF,OSF,RNF
H,24.96531732963257,21.045324555083255,1824.9360722770757,43.146955513587635,23,-3.919992774549314,8.245071782793753,0,0,0,0,0,0
M,27.3688694794118,39.07116307286903,1821.4349775324674,34.11539064743679,125,11.702293593457227,6.506697989259202,0,0,0,0,0,0
M,24.570676356637414,32.496053501015496,1651.422969491107,31.498202051805286,74,7.925377144378082,5.446791033091431,0,0,0,0,0,0
H,28.10852403882714,48.56242973347655,1382.8682038737836,42.83215037161374,170,20.453905694649407,6.202221869366001,1,0,1,0,0,0
H,26.338386812803,40.75311434336873,1793.867428912369,63.04850312243064,104,14.414727530565727,11.843000648482525,1,0,1,0,1,0
M,28.41912112578449,25.13658037975837,1356.198383951395,54.586686808171336,161,-3.2825407460261182,7.751871877958419,0,0,0,0,0,0
M,22.86533555403042,31.443500517251504,1587.045483450402,39.91538273550328,220,8.578164963221084,6.633248993777448,1,1,0,0,0,0
H,24.690684922750588,35.302903119195484,1341.9758438620402,42.93823993045017,223,10.612218196444896,6.03372573451483,0,0,0,0,0,0
L,24.879737953983895,34.7878067149765,1504.8411397538828,38.91275750492668,56,9.908068760992602,6.131677314626212,0,0,0,0,0,0
M,26.212346612870405,34.5619713559978,1597.3417694873183,37.095312370481395,148,8.349624743127393,6.204596010633462,0,0,0,0,0,0
H,23.522804836234975,39.92365864228059,1200.5625431355902,56.09587453692243,39,16.400853806045617,7.052000606645297,0,0,0,0,0,0
H,21.784785919927042,32.29611131178525,1415.5214790658754,42.841292760588935,32,10.511325391858211,6.350028282048484,0,0,0,0,0,0
H,25.75639541395692,34.6383435999822,1550.1874322732854,45.256128252550766,160,8.88194818602528,7.346123691146823,0,0,0,0,0,0
H,24.267053504159865,42.63036049815837,1249.1465713796028,44.079050898683256,155,18.363306993998503,5.765570188456251,0,0,0,0,0,0
L,24.058605916399664,42.711097115732066,1311.426739200754,39.402327463533936,107,18.652491199332403,5.410813175122788,1,0,1,0,0,0
H,23.614382169277473,39.88869117784078,1550.2349800669165,29.561946554845868,227,16.27430900856331,4.798739646930967,1,1,0,0,0,0
M,25.247777515701486,33.25136449487423,1393.0696672016531,31.361697837036974,64,8.003586979172745,4.5747675359916125,0,0,0,0,0,0
L,22.846284942091714,31.463375181959044,1254.0812806608346,43.150516219758146,75,8.61709023986733,5.666414098644022,0,0,0,0,0,0
H,24.61160850593061,34.79353069347763,1505.9269000731836,45.99585160310545,45,10.181922187547016,7.2530251540199755,0,0,0,0,0,0
L,23.342574036824356,35.14225867987613,1587.00655576025,27.99797823860391,160,11.799684643051773,4.652667540596568,0,0,0,0,0,0
M,23.781645172027122,34.82335760284449,1948.868678706486,33.08646105798823,107,11.041712430817366,6.751954727241374,0,0,0,0,0,0
H,25.707620369545914,37.781477868498236,1516.8492197358346,34.55043804264108,196,12.073857498952322,5.487728270838892,0,0,0,0,0,0
M,26.30281972420559,36.80333157464996,1502.2113104401635,30.592407024674735,193,10.500511850444369,4.812173805869685,0,0,0,0,0,0
H,24.387790146723116,36.594536458935934,1443.0919094558178,19.43229865584421,163,12.206746312212818,2.936397169882507,1,0,1,0,0,0
H,26.935660787011074,32.666279986401136,1729.8251782939933,26.85594504348483,215,5.730619199390063,4.864512033832443,1,1,0,0,0,0
H,23.054572818125777,29.005314097168533,1565.1829518008549,39.57715602000291,234,5.950741279042756,6.486438731232579,1,1,0,0,0,0
H,21.960202789999357,38.473210590743264,1667.1445890685345,45.64708243029685,181,16.513007800743907,7.968616385385839,1,0,1,0,0,0
H,22.327349626968385,35.303455515666066,1544.4908218656483,33.127079294069496,177,12.976105888697681,5.357536117791193,1,0,1,0,0,0
L,22.849186415772316,37.04405187064818,1682.862251794718,44.53504795116374,178,14.194865454875867,7.847785453285985,1,0,1,0,0,0
H,22.37421353176744,37.183611674423354,1575.6165539597373,40.941165841971134,113,14.809398142655912,6.754720276337242,1,0,1,0,0,0
H,29.042307835792492,24.865934555121026,1218.4016450428865,46.96151937999953,51,-4.176373280671466,5.99141282369684,0,0,0,0,0,0
L,21.89955842480715,43.60755582831199,1442.355661982259,56.486058130241375,238,21.707997403504837,8.531202698137452,0,0,0,0,0,0
L,26.874857806793827,32.17448794850909,1448.4919744905383,31.208092747253843,148,5.299630141715262,4.733473495660059,0,0,0,0,0,0
L,24.94974230178545,41.86972285110587,1588.677583956095,35.18958450596839,123,16.91998054932042,5.8539166589906495,1,0,1,0,0,0
L,25.44920093383582,37.123281266762724,1530.5307078029296,27.699587992797724,29,11.674080332926906,4.43927434727395,0,0,0,0,0,0
L,23.188540574579072,29.607145709840637,1766.0802866189808,55.110335626605924,142,6.418605135261565,10.191547365351248,0,0,0,0,0,0
L,25.650905449789366,31.46180714607858,1579.6079108336462,35.636473016371774,136,5.810901696289214,5.894414103756086,0,0,0,0,0,0
H,23.172162889858605,31.55438642268689,1594.3118699798508,42.37277812402864,246,8.382223532828284,7.073866296037846,1,1,0,0,0,0
H,26.845532364056893,31.84195002936708,1297.1785047575872,46.47348405017433,31,4.996417665310187,6.3125030943540015,0,0,0,0,0,0
M,27.011026955708466,26.15322114598348,1530.021772749527,54.30709271876809,71,-0.8578058097249865,8.700631861198165,0,0,0,0,0,0
H,24.73027612626816,31.00769041859079,1457.0502041671891,25.127365303822394,150,6.277414292322632,3.83369976399141,0,0,0,0,0,0
H,24.861271789291443,39.836909204987286,1087.0324872795347,49.39595017892081,26,14.975637415695843,5.622513359636469,0,0,0,0,0,0
L,25.86544779885367,40.34877800607923,1237.3548646704307,20.504455975358976,41,14.48333020722556,2.656679408223153,1,0,1,0,0,0
L,25.763218856115575,31.618710716456885,1644.5980716221839,28.58682210168377,7,5.85549186034131,4.922914398139848,0,0,0,0,0,0
H,27.048292746267233,25.63566052583009,1630.6572372988533,37.78880490727276,220,-1.4126322204371426,6.45241761370877,0,0,0,0,0,0
M,26.991691850420597,38.154592174048666,1382.1368584396414,39.80539355421345,10,11.162900323628069,5.7608902194737315,0,0,0,0,0,0
L,24.94231813864177,29.606309638057436,1388.3006970603983,55.222101379175584,148,4.6639914994156655,8.027736318099418,1,0,0,1,0,0
H,24.04555103009011,29.996532428421354,1273.3025149964058,40.47497437336107,242,5.950981398331244,5.396532634975468,1,1,0,0,0,0
H,26.623239575722952,33.585830417968175,1697.9619286874026,39.624392156249115,43,6.962590842245223,7.045100453266046,0,0,0,0,0,0
M,24.68742850222513,33.11765565945596,1338.1193054260814,41.898391277734945,166,8.430227157230831,5.87068546963695,0,0,0,0,0,0
M,25.22748788457305,31.051230466261252,1385.9200252897333,51.39879704985569,221,5.823742581688201,7.459122733737996,0,0,0,0,0,0
L,26.06063244770218,31.503016140089706,1703.1222154205752,32.82231854982401,32,5.442383692387526,5.853447108252996,0,0,0,0,0,0
M,26.951113944150716,32.490301477378246,1699.1098448040946,23.58660395929032,66,5.53918753322753,4.1964639782958555,0,0,0,0,0,0
H,25.52169628381657,31.43006143101299,1464.0512630300013,40.949661898183976,54,5.90836514719642,6.277738662061547,0,0,0,0,0,0
H,23.825604108252225,31.744565407266855,1502.523652812325,40.84906041246609,12,7.918961299014629,6.426877430878522,0,0,0,0,0,0
M,28.5940206877289,33.47135022339853,1594.1992783644191,38.19911040886834,35,4.877329535669631,6.376648612353998,0,0,0,0,0,0
M,28.060683623086824,36.766786572281504,1418.0617466544318,56.40889179105065,86,8.70610294919468,8.376051478540118,0,0,0,0,0,0
M,22.963993285495004,36.245263651703446,1480.0393134393723,48.46238529737277,25,13.281270366208442,7.510600572058421,1,0,1,0,0,0
M,23.176456846151265,32.289147234867585,1460.7755251846593,20.974272312971284,201,9.11269038871632,3.208241220245726,0,0,0,0,0,0
L,23.427973036281852,33.41653333137863,1637.4114638721414,34.97935188587485,37,9.988560295096779,5.997444165104617,0,0,0,0,0,0
M,26.69710178342962,41.7217454171295,1783.396754685783,44.97362279772762,99,15.024643633699878,8.398514444390575,0,0,0,0,0,0
L,28.670286383447,39.93316885038128,1729.223860867605,44.20208985403632,150,11.262882466934279,8.00369722259827,0,0,0,0,0,0
H,23.987453465657566,37.741090427627725,1703.2483296885468,51.04829893652765,135,13.753636961970159,9.104495277181398,1,0,1,1,0,0
M,25.338536715831147,26.143340809713063,1280.9480458964822,55.10590596270064,13,0.8048040938819163,7.391392938248868,0,0,0,0,0,0
L,23.49478827946816,35.535252649266646,1758.4658707060692,44.02285807166195,23,12.040464369798485,8.10604119894814,1,0,0,1,0,0
M,28.400385529765913,31.622638273755047,1364.7479928575206,46.105843262032955,118,3.2222527439891344,6.5887808430222945,0,0,0,0,0,0
H,26.649656683752966,30.217443439418496,1143.593720723578,26.219532729410716,209,3.56778675566553,3.1397374858283174,1,1,0,0,0,0
H,23.35072887219228,33.201558319000675,1330.166849178732,33.181233185077254,167,9.850829446808394,4.621631036404083,0,0,0,0,0,0
H,20.795317778095296,40.23537530884483,1481.6511991331265,34.47578973895243,100,19.440057530749534,5.348805780919414,1,0,1,0,0,0
M,27.075174115523133,39.44138845827652,1092.5265837107372,25.80550772166843,237,12.366214342753388,2.952167873515755,1,0,1,0,0,0
M,23.855030387571144,31.902429203369618,1642.3908450151466,47.589133200120074,152,8.047398815798473,8.184288658647494,0,0,0,0,0,0
L,26.685464338421852,35.423101614558284,1666.429908542153,41.23911440156441,117,8.737637276136432,7.196030747702446,0,0,0,0,0,0
H,25.587380673700828,32.892199833222726,1423.549664711753,58.33843719055438,238,7.304819159521898,8.696090335332078,1,1,0,0,0,0
M,21.331407934551898,33.79966741132728,1266.790139423941,46.54470312731482,211,12.46825947677538,6.174070258020636,1,0,1,0,0,0
H,23.386446536385943,39.987779459425994,1684.625702306896,43.258051795641904,152,16.60133292304005,7.630746166142548,1,0,1,0,0,0
H,24.291710625427843,34.68422501346168,1315.320627201492,55.61292999220697,16,10.392514388033835,7.659563765221187,0,0,0,0,0,0
L,23.648420021497344,26.21406771788469,1175.8933483627857,32.789409842428086,131,2.5656476963873445,4.037366380152088,0,0,0,0,0,0
L,25.23233656977077,35.69344812431016,1487.1078261053985,21.819806806398915,84,10.46111155453939,3.397738792241222,0,0,0,0,0,0
L,25.80276289230264,44.08184406013112,1505.3251956384431,49.39646075830012,211,18.27908116782848,7.786150466474849,1,1,1,0,0,0
L,28.578719875014162,31.50000630123084,1562.6895199619312,44.153949132490204,108,2.9212864262166782,7.225017128196297,0,0,0,0,0,0
H,25.944426953752934,42.742712860871166,1653.5793514184966,38.660916148334834,110,16.79828590711823,6.6941248847966905,1,0,1,0,0,0
L,27.982202131439752,38.08732410253574,1677.9461239121504,35.20104422498687,104,10.105121971095986,6.1848644727724515,0,0,0,0,0,0
L,24.04636642891741,40.881301711614896,1247.1688406887442,32.735618444934516,80,16.834935282697487,4.275062126198749,0,0,0,0,0,0
L,27.330426827027352,39.37721027184678,1092.3167595323532,39.917666485154726,98,12.046783444819425,4.565731529126433,0,0,0,0,0,0
L,24.237603819020144,35.88897364715769,1591.9427905984253,42.09931466685611,40,11.651369828137547,7.0177696830404335,0,0,0,0,0,0
H,23.165966397048756,31.93377760955334,1509.9290988674034,46.99480205895589,59,8.767811212504583,7.430242840244111,0,0,0,0,0,0
L,23.08144648357753,35.87837166019683,1408.4041038143084,25.655890747733718,86,12.796925176619297,3.7836504519497085,1,0,1,0,0,0
H,19.716089482913063,36.165909754904796,1471.0339105140724,51.09450086923934,212,16.449820271991733,7.870339625072441,1,1,0,0,0,0
M,26.708165245880316,39.85779806772986,1332.7437331392061,38.01933026585697,42,13.149632821849544,5.3057616910964,1,0,1,0,0,0
H,22.419609927319982,23.744948720726256,1845.4351292038166,40.63511556447576,181,1.3253387934062744,7.8523004965382555,0,0,0,0,0,0
H,27.816290469227432,27.850648799922922,1097.73235749436,32.58043191806279,51,0.03435833069548977,3.7449837002722055,0,0,0,0,0,0
L,24.65155899535892,36.18151661868208,1584.6521196211452,44.63999740900894,20,11.529957623323163,7.407211153305597,0,0,0,0,0,0
M,21.89027050373048,36.663652455452684,1242.9756115270698,58.38113088267159,151,14.773381951722204,7.598567734086975,1,0,1,0,0,0
M,22.76453967391905,30.663871957960726,1367.793286704862,47.89269071058315,164,7.899332284041677,6.85940322891811,0,0,0,0,0,0
M,25.38126988462866,36.78638956881703,1412.1738938727058,35.576009763269425,121,11.405119684188367,5.260681909513045,0,0,0,0,0,0
M,21.24008505491223,38.39177854952816,1303.6661667387539,22.465756604175496,209,17.15169349461593,3.0667902403195093,0,0,0,0,0,0
H,26.179890013908725,34.0264554988244,1454.6613751858715,33.87863658166881,247,7.846565484915672,5.16041299259819,0,0,0,0,0,0
M,21.9673354238811,42.14777856503255,974.3556213702816,34.522697296556835,171,20.180443141151454,3.5222391807083535,1,0,1,0,0,0
H,23.522047336270955,43.082222110156906,1193.3804295358489,44.15013203262983,210,19.56017477388595,5.517057961169028,1,0,1,0,0,0
H,25.39744067074978,35.60892389296487,1129.0196753600562,33.42877063696604,132,10.211483222215087,3.952014635835935,0,0,0,0,0,0
H,25.935221380346395,39.20436204849781,1255.750307072583,32.15931979694976,188,13.269140668151419,4.228699027252885,1,0,1,0,0,0
M,26.595439592521874,26.518191057397416,1340.897865285277,36.43319607884103,43,-0.07724853512445762,5.11551778509297,0,0,0,0,0,0
L,22.386907972973827,40.36685659507255,1498.7898123367554,39.515771595587324,218,17.97994862209872,6.201658208805489,1,0,1,0,0,0
L,24.38309441397565,42.32993086318285,1371.3245668675318,36.761783068557435,133,17.946836449207204,5.278778664268867,0,0,0,0,0,0
M,27.18599900396825,29.922983513082137,1326.0583518761682,35.92968877475259,240,2.7369845091138885,4.9889909822065,0,0,0,0,0,0
L,24.383576067967738,38.08361178456508,1395.2084897696213,26.411795195096552,77,13.700035716597341,3.858634647775414,0,0,0,0,0,0
L,25.588548902408924,25.63225238543784,1360.377392986474,44.4568811301156,130,0.043703483028917134,6.332789115402746,0,0,0,0,0,0
H,25.324878516888138,31.066135691228997,1425.7258235964973,29.653802864541916,64,5.741257174340859,4.427035865111748,0,0,0,0,0,0
H,27.602474302582316,32.39839498320883,1433.1890671858177,49.1256763074076,158,4.795920680626516,7.372396042082297,0,0,0,0,0,0
M,24.068181611648757,27.62623496774485,1344.0489376728956,51.10452670923419,182,3.5580533560960923,7.192354432860978,0,0,0,0,0,0
M,22.22010214259393,33.81004845584629,1184.9897331223506,27.662746784870514,44,11.589946313252362,3.4324681602130753,0,0,0,0,0,0
L,23.064256219728204,33.48019186105636,1490.3991894486144,57.32206635605727,113,10.415935641328158,8.94583887273167,1,0,0,1,0,0
H,25.377687959967044,38.083884283583636,1667.1391272426617,51.002640395448594,73,12.706196323616592,8.903507580726648,1,0,1,1,0,0
M,21.860918507339886,27.43051117288754,1287.8713282853003,41.66400628944201,54,5.569592665547656,5.618626086038826,0,0,0,0,0,0
M,23.911172029865057,38.11671377398893,1478.0930568534059,30.1223518011599,59,14.20554174412387,4.662161157423051,0,0,0,0,0,0
M,25.150832785948396,31.054159313356106,1411.257750853097,14.398819153716822,158,5.90332652740771,2.127795301970146,0,0,0,0,0,0
M,23.466815790713184,28.607442493638956,1616.026235646358,40.04104980316818,242,5.140626702925772,6.775642616203373,0,0,0,0,0,0
M,25.65370649550667,34.01804130068296,1326.5349324266292,41.28061553047105,114,8.364334805176291,5.734050108192993,0,0,0,0,0,0
M,26.44882352469657,38.76371554612546,1456.8191392248139,48.87768356955837,208,12.31489202142889,7.4561198853515025,1,0,1,0,0,0
L,25.909817199905348,32.578951910918676,1475.2637426170631,20.374419466553075,38,6.669134711013328,3.147397101138957,0,0,0,0,0,0
H,21.904990079895544,37.56952964768631,1550.9129508106353,49.881264554876175,123,15.664539567790765,8.10068054460408,1,0,1,0,0,0
H,25.158364375139254,36.394532003191834,1279.7432045382047,51.276711905877875,103,11.23616762805258,6.871311373048217,0,0,0,0,0,0
M,25.3148846136775,50.67332665712315,1560.8051191797736,44.26880719301711,47,25.35844204344565,7.2350765326537685,0,0,0,0,0,0
H,24.238139763575013,33.43707195049962,1393.464479619704,26.487995038258894,79,9.198932186924608,3.864929866194422,0,0,0,0,0,0
H,25.62662202571274,34.16754727195162,1602.8472844140665,37.69607135257765,26,8.540925246238878,6.326811057650049,0,0,0,0,0,0
H,25.554849151491215,40.53961273758462,1420.4355070972197,28.470594658913274,15,14.984763586093404,4.234622362480929,1,0,1,0,0,0
M,24.818249526274066,34.74144350268664,1750.5766555610403,26.875652681320332,179,9.923193976412577,4.9264806478414505,0,0,0,0,0,0
M,22.99145664397336,36.2549318429037,1178.1384448144834,28.328423397184018,232,13.26347519893034,3.4947439460947227,1,1,0,0,0,0
H,24.946758095399733,26.21676882796345,1608.675416988564,42.19358978224721,108,1.2700107325637155,7.107412632167638,0,0,0,0,0,0
H,28.733861855348827,34.39042120188874,1562.5983485116158,31.697841099061925,131,5.656559346539915,5.186491534322281,0,0,0,0,0,0
M,24.215385941968616,31.474512571356236,1592.2050159905807,37.651627664827366,169,7.2591266293876195,6.277393762109722,0,0,0,0,0,0
L,27.094610916352014,32.602461727099936,1710.6328985106095,46.66524444572555,116,5.507850810747922,8.358858886481427,1,0,0,1,0,0
H,25.07771404113524,36.282693544528826,1140.4259188047156,39.94831348629822,90,11.204979503393584,4.770480849456592,0,0,0,0,0,0
L,23.398542049327283,34.725454350218676,1933.3083243554145,36.02649293661557,181,11.326912300891394,7.293227088135123,0,0,0,0,0,0
H,24.40680660356124,38.86081183956846,1603.7903367445529,38.578690036886954,136,14.454005236007223,6.478757097950016,1,0,1,0,0,0
L,24.966259252583797,39.76991904903145,1885.8619823242816,56.025650926649135,152,14.803659796447654,11.063523048956938,0,0,0,0,0,0
L,26.31042293255781,34.11399634658328,1873.0257827459532,52.93670602096512,87,7.803573414025468,10.382389029414723,0,0,0,0,0,0
L,29.76009089763866,36.497402274624605,1585.6510190463769,15.501813087691673,57,6.7373113769859465,2.573870755975368,0,0,0,0,0,0
M,25.10932921202855,24.83164280318899,1551.5706055807836,35.14734255044944,219,-0.277686408839557,5.710322886445663,0,0,0,0,0,0
L,22.538281537416886,36.57290182077052,1649.9029829428569,40.14568702789409,17,14.034620283353632,6.9357579873940125,1,0,1,0,0,0
L,21.690845197443632,40.26506203211213,1043.7866289986996,60.59422106030135,171,18.574216834668494,6.622768349459053,1,0,1,0,1,0
L,24.156430861343466,30.451241631429397,1482.3878749980597,38.147036830681195,89,6.294810770085931,5.9213303523462,0,0,0,0,0,0
H,22.743824200033426,38.7775478748975,1693.7773574838657,35.972503298355946,73,16.033723674864074,6.380043097253296,1,0,1,0,0,0
L,26.115812595078527,32.740131806936304,1805.6043780764867,37.61155573270403,176,6.624319211857777,7.1111612248416955,0,0,0,0,0,0
H,26.13051144701283,32.11657087712552,1437.1039034218238,38.838058468553015,43,5.9860594301126895,5.844431981830635,0,0,0,0,0,0
L,24.708049135384627,42.120939050413654,1572.1318334873863,42.14405942651006,225,17.412889915029027,6.937802870869176,0,0,0,0,0,0
L,26.314772875799207,34.83552836776118,1614.5082010614583,43.65638394085451,237,8.520755491961971,7.380480617926424,0,0,0,0,0,0
M,25.129518695538405,39.33407873065319,1483.5501619490158,38.05768275551872,229,14.204560035114785,5.912092294801472,1,0,1,0,0,0
H,28.735147590736712,25.23691255821352,1313.2820179114774,58.44025927594406,202,-3.498235032523194,8.036496505673481,1,1,0,1,0,0
L,26.25224989271007,31.950816396638892,1367.50730836425,40.328293171941716,205,5.698566503928824,5.774789072930512,1,1,0,0,0,0
H,26.79123415229654,38.55798401550072,1291.0677201279263,51.577338904397216,246,11.766749863204183,6.972757837650839,1,1,0,0,0,0
H,22.103745178359524,35.62204729128828,1197.520084904918,40.7543606117228,109,13.518302112928758,5.1103838094236576,0,0,0,0,0,0
M,22.657529105541524,34.080666755458665,1466.0605442789467,35.82123811668152,165,11.423137649917141,5.499068465977786,0,0,0,0,0,0
M,25.957676852208948,38.0198884614211,1943.350272032539,44.67451833444426,192,12.062211609212149,9.090914906614126,0,0,0,0,0,0
M,21.90155298358734,30.843223491324462,1549.3048596212066,15.95740300083471,80,8.941670507737122,2.5887834571860986,0,0,0,0,0,0
M,23.751048314249797,41.08620458766232,1442.6050843878652,38.42587823815783,240,17.335156273412526,5.804541080464451,1,1,1,0,0,0
M,27.358825226176776,33.93709880004636,1574.5730377915104,10.84900596985685,208,6.578273573869581,1.7887489305733753,1,1,0,0,0,0
M,23.708288400589076,30.92130414068232,1334.8274910998334,27.74324162617934,127,7.213015740093244,3.877742577471145,0,0,0,0,0,0
M,22.580534587425777,31.249675917740873,1167.838545743112,32.019981209891895,9,8.669141330315096,3.915619716322715,0,0,0,0,0,0
M,26.33508662261163,34.59225056917182,1362.1612632506415,39.759698172651326,62,8.257163946560187,5.671112114065231,0,0,0,0,0,0
L,29.14706449208169,32.867615200150745,1273.9453365123718,43.34868332378697,93,3.720550708069055,5.7826024046377,0,0,0,0,0,0
H,23.382709686274925,37.630796952255004,1130.224992754724,23.296757702260567,233,14.248087265980079,2.7571285659943467,0,0,0,0,0,0
M,27.448051596285673,34.76815224192976,1389.9624335582828,35.0175203530887,45,7.320100645644089,5.0966531735241745,0,0,0,0,0,0
M,23.133650066870924,33.22008951336253,1597.6238117764285,36.5065389568818,224,10.086439446491607,6.107195384613422,1,1,0,0,0,0
H,24.775064437785975,36.76696752696672,1578.9340238813725,60.53320612602097,1,11.991903089180742,10.008161123245952,0,0,0,0,0,0
L,24.861734120597706,32.352292740303824,1554.2546905601919,39.28682753760388,113,7.490558619706118,6.393899055240852,0,0,0,0,0,0
H,23.43603651983607,37.456669833915804,1833.8723018217306,27.269150088156294,147,14.020633314079735,5.236454349831354,0,0,0,0,0,0
H,26.750790623096275,36.63196409784455,1389.5235395786713,48.54782900361728,223,9.881173474748277,7.063701695912708,0,0,0,0,0,0
M,21.92055817895179,36.426214052717775,1586.5626914886147,37.28901123404112,2,14.505655873765985,6.194906180777955,0,0,0,0,0,0
H,25.39009522031816,33.2102609153212,1422.3354531027912,47.45033124552368,35,7.820165695003041,7.067045904919315,0,0,0,0,0,0
H,27.148329156385856,31.851954044052977,1784.3749435815562,50.05433998582373,4,4.703624887667122,9.35243037572945,0,0,0,0,0,0
M,26.58432693848841,39.04353735791416,1338.3037593703007,31.466551079502644,19,12.459210419425752,4.409612942839369,1,0,1,0,0,0
M,25.982430121571316,38.070271551454645,1648.6684695745894,35.907374140451225,2,12.08784142988333,6.198885400060723,0,0,0,0,0,0
M,28.170598786402675,29.960071463558613,1549.9523357499727,36.19938521380106,2,1.7894726771559384,5.8751122162140295,0,0,0,0,0,0
M,24.56076526583863,32.83586117515822,1743.866162278598,48.81387156761521,99,8.275095909319592,8.9135977881233,0,0,0,0,0,0
H,21.950547702766553,41.69855151980938,1501.8508219800356,56.224186507049424,69,19.748003817042825,8.84192049432157,0,0,0,0,0,0
H,25.270413771143907,39.92003756657705,1452.6743858727593,56.60485173965391,230,14.649623795433143,8.610305574693228,1,1,1,1,0,0
L,24.748475378890618,29.149894391164203,1428.5272231672323,37.885227456166355,227,4.4014190122735855,5.667023955708514,0,0,0,0,0,0
L,20.768358857920276,35.05944457210772,1469.356136761696,55.356247934397985,87,14.291085714187446,8.517072524660696,1,0,1,0,0,0
H,22.749797478983226,37.095023002089505,1126.9461677849854,43.730873035336074,127,14.34522552310628,5.160454427336517,0,0,0,0,0,0
L,22.49474792736609,39.968181519665805,1395.7387369252635,36.38462643038044,46,17.473433592299713,5.317636914914845,0,0,0,0,0,0
H,23.370934148974303,35.63560972534497,1383.5908221629406,32.13670488617466,101,12.264675576370667,4.655921459169654,0,0,0,0,0,0
L,24.297651471802613,37.41930300100422,1271.923683030542,44.75319823842731,36,13.121651529201603,5.960487196944128,0,0,0,0,0,0
M,24.374252077591215,39.65671841840892,1387.7905967408228,55.981766012788825,7,15.282466340817706,8.135179943611867,0,0,0,0,0,0
L,23.442390542793223,40.32847072601769,1320.4133412840472,52.26509744729111,101,16.88608018322447,7.226338424388898,1,0,1,0,0,0
M,22.492122917532654,34.09615822995627,1397.317505705659,32.04675304959885,112,11.604035312423619,4.688951731647192,0,0,0,0,0,0
M,25.754903417518154,35.22779388733552,1624.892773365897,43.459383687304765,207,9.472890469817369,7.394433349574583,1,1,0,0,0,0
M,25.233143722445362,31.209738595581,1625.393866330363,31.456563575369216,106,5.976594873135639,5.35385397813992,0,0,0,0,0,0
M,25.29334299731408,33.63435427422289,1815.7354114093441,42.0991714366166,128,8.341011276908812,8.004288624969378,0,0,0,0,0,0
L,28.55802243866846,32.962937906693796,1561.6227976486098,44.660295955016124,205,4.404915468025337,7.302883383569337,1,1,0,0,0,0
H,25.325748107079573,34.05690448585335,1195.9131964225573,43.13298440368125,44,8.731156378773779,5.401393219837775,0,0,0,0,0,0
M,24.266684455439,34.52876894943439,1434.159237913356,49.92414462241007,201,10.262084493995385,7.497295623576104,0,0,0,0,0,0
L,24.788388015157658,39.066807898636064,1372.186729099953,32.81581222260881,9,14.278419883478406,4.715122726335062,0,0,0,0,0,0
M,25.197638442359167,36.74661407262696,1303.516025826578,53.374303959873544,85,11.548975630267794,7.2852628878569785,0,0,0,0,0,0
L,26.231586696422728,28.600314365447012,1714.5892237512917,36.29477325959055,231,2.3687276690242847,6.5162960323969115,1,1,0,0,0,0
L,24.910559146314718,37.751962538645564,1590.900480491163,28.633023192460378,232,12.841403392330847,4.769873335581134,1,1,1,0,0,0
L,21.11415819896843,32.256093887016625,1514.0644522463665,50.04046054299975,222,11.141935688048196,7.9334536630568415,0,0,0,0,0,0
H,24.126503753501545,29.552993006946657,1203.1971509151679,44.580796250385156,195,5.426489253445112,5.616700212983562,0,0,0,0,0,0
L,25.002986350726907,29.288689460016098,1483.6132122795825,49.71091253098537,170,4.285703109289191,7.72269807596278,0,0,0,0,0,0
L,27.608403131303298,35.84889035134693,1965.26133707334,41.5160101042936,86,8.240487220043633,8.543435552619302,1,0,0,0,0,1
H,23.428208708107228,40.30460278443701,1332.6433886581594,18.167532630201286,168,16.87639407632978,2.5351667275255627,0,0,0,0,0,0
H,21.72947827875874,33.94594970655374,1456.3849090170954,31.61432157210452,11,12.216471427795,4.821216842557763,0,0,0,0,0,0
L,25.12875441312145,39.68633527163915,1777.7645958694502,41.1722511943344,236,14.557580858517703,7.664352932516376,1,1,1,0,0,0
H,26.732473843017427,35.428367108826606,1412.2795772766497,39.41480597550665,7,8.695893265809179,5.828767070317245,0,0,0,0,0,0
M,24.21315411719521,24.22194569370799,1408.0458396273839,58.02191608160547,123,0.008791576512781063,8.554713879153276,1,0,0,1,0,0
M,29.76609897407489,38.0607437718304,1454.260255602274,32.01440019053841,44,8.294644797755513,4.8751067857639665,0,0,0,0,0,0
H,29.29499613197928,32.28912538562542,1569.3186864839317,48.680680480008455,87,2.9941292536461397,7.999528957908989,0,0,0,0,0,0
H,24.855054570902166,30.947312194436556,1312.8811447561352,45.85006362853622,128,6.09225762353439,6.303212986782646,0,0,0,0,0,0
L,25.37342631366644,38.08945503281324,1684.6620718908832,15.938192160916596,153,12.716028719146802,2.8115673118329623,1,0,1,0,0,0
H,27.737462948417285,35.66929937216811,1421.1241142835086,39.8126778624434,85,7.931836423750827,5.92447712717482,0,0,0,0,0,0
L,24.82033054573974,34.6636607206532,1541.2607479440505,41.1172569247342,106,9.843330174913458,6.635854885991992,0,0,0,0,0,0
M,23.391822965492963,35.48526181455211,1416.6576731417742,53.137304005637105,216,12.093438849059147,7.882447062790884,0,0,0,0,0,0
H,26.777863812470525,30.764543453156392,1232.8927818817906,22.798794539380324,158,3.9866796406858676,2.943295206618637,0,0,0,0,0,0
L,25.928825684870592,43.8498043570484,1060.8426461784131,47.731568772003996,55,17.920978672177807,5.302165834799961,0,0,0,0,0,0
